ph_data,p_cor,g_cor
Hyper_BLUE_619nm::0214,0.07742013358263439,0.08950774490508383
Hyper_BLUE_626nm::0214,0.045724442583493535,0.05517212940202874
Hyper_BLUE_633nm::0214,0.052572400219992606,0.06405150620584316
Hyper_BLUE_641nm::0214,0.09444297285764679,0.1096998930921047
Hyper_BLUE_648nm::0214,0.09416253196955009,0.10911618591349648
Hyper_BLUE_655nm::0214,0.1335226526055509,0.14039609161784078
Hyper_BLUE_663nm::0214,0.13481568932439192,0.14767417451835127
Hyper_BLUE_670nm::0214,0.1337000046827533,0.1253034626803143
Hyper_BLUE_678nm::0214,0.11991899097538566,0.1314869374555046
Hyper_BLUE_685nm::0214,0.11043952949767316,0.12301956272669008
Hyper_BLUE_692nm::0214,0.09826782521321945,0.10710948114913255
Hyper_BLUE_700nm::0214,0.032463541544269864,0.0461617607191244
Hyper_BLUE_707nm::0214,0.015771014216618248,0.022867588853350187
Hyper_BLUE_714nm::0214,0.020917209218747738,0.026628828796769494
Hyper_BLUE_722nm::0214,0.0016416454487527114,0.002669998501555902
Hyper_BLUE_729nm::0214,0.0034291187469632964,-0.002225241016531753
Hyper_BLUE_736nm::0214,0.011271320230007544,0.011657070292537638
Hyper_BLUE_744nm::0214,0.031214516170388344,0.030787298247004737
Hyper_BLUE_751nm::0214,0.034697863449534586,0.03696587693035071
Hyper_BLUE_759nm::0214,0.07626452409113707,0.09335480828958115
Hyper_BLUE_766nm::0214,0.011452898527553483,0.010451350695007145
Hyper_BLUE_773nm::0214,0.03759378205532438,0.04499065949933511
Hyper_BLUE_781nm::0214,0.03614446193420057,0.046248013863208946
Hyper_BLUE_788nm::0214,0.03599646511046251,0.04522436548058016
Hyper_BLUE_795nm::0214,0.04360339992898951,0.04983117130341257
Hyper_BLUE_803nm::0214,0.022212377206462006,0.032732797659396656
Hyper_BLUE_810nm::0214,0.045109242895427865,0.05714332806406614
Hyper_BLUE_818nm::0214,0.032011349583455424,0.043454731910934456
Hyper_BLUE_825nm::0214,0.03620615831424641,0.04388059460078955
Hyper_BLUE_832nm::0214,0.03365439267107374,0.04258269721917244
Hyper_BLUE_840nm::0214,0.016494433864359184,0.02864182292329716
Hyper_BLUE_847nm::0214,0.012935732249807687,0.033978153288656956
Hyper_BLUE_398nm::0219,-0.2032079346041797,-0.16816390781518645
Hyper_BLUE_405nm::0219,-0.07883438158583912,-0.0397185767597058
Hyper_BLUE_412nm::0219,-0.06627347630020279,-0.02303585029282372
Hyper_BLUE_420nm::0219,-0.08042948694197521,-0.07296742062017862
Hyper_BLUE_427nm::0219,-0.13813742633437573,-0.11711477601714201
Hyper_BLUE_434nm::0219,-0.11703036301186692,-0.10321301948307349
Hyper_BLUE_442nm::0219,-0.058076921859421614,0.002548404174031075
Hyper_BLUE_449nm::0219,-0.05338905927068954,-0.012703061613909352
Hyper_BLUE_457nm::0219,-0.0259690139827255,0.01707823543700926
Hyper_BLUE_464nm::0219,-0.0568924373271562,-0.024905327303854648
Hyper_BLUE_471nm::0219,-0.0667472923973758,-0.004381751541901074
Hyper_BLUE_479nm::0219,-0.0528573938390461,0.021654766061198216
Hyper_BLUE_486nm::0219,-0.05675757779179282,0.014156660104013934
Hyper_BLUE_493nm::0219,-0.05054562394384137,0.020146704379558636
Hyper_BLUE_501nm::0219,-0.0664909274676635,-0.014362865361877206
Hyper_BLUE_508nm::0219,-0.08967320198330798,-0.0306031400470499
Hyper_BLUE_515nm::0219,-0.09544111008463729,-0.039054779577674247
Hyper_BLUE_523nm::0219,-0.09922841114279671,-0.04291346573986438
Hyper_BLUE_530nm::0219,-0.12347011908451713,-0.08123162101465692
Hyper_BLUE_538nm::0219,-0.1389759892716202,-0.09389097678411006
Hyper_BLUE_545nm::0219,-0.13477386883937267,-0.0834508438002776
Hyper_BLUE_552nm::0219,-0.14143242726971203,-0.09713557047827745
Hyper_BLUE_560nm::0219,-0.12937206383399583,-0.08712667692655984
Hyper_BLUE_567nm::0219,-0.13868513846698474,-0.081270651356647
Hyper_BLUE_574nm::0219,-0.12596919778193885,-0.06751406793472826
Hyper_BLUE_582nm::0219,-0.13036722989884308,-0.07346858326907593
Hyper_BLUE_589nm::0219,-0.12602396406280258,-0.07811698180631824
Hyper_BLUE_596nm::0219,-0.12778257186497552,-0.06893570573540049
Hyper_BLUE_604nm::0219,-0.10433263944828004,-0.051657554240771654
Hyper_BLUE_611nm::0219,-0.1308285792158,-0.08317959105146834
Hyper_BLUE_619nm::0219,-0.1305520291766242,-0.08505262066029735
Hyper_BLUE_626nm::0219,-0.12942938307309282,-0.08266761050904624
Hyper_BLUE_633nm::0219,-0.12539028652564468,-0.08342719687870166
Hyper_BLUE_641nm::0219,-0.14261993879291468,-0.10057562183750762
Hyper_BLUE_648nm::0219,-0.14008811475877345,-0.09598861036268143
Hyper_BLUE_655nm::0219,-0.14202719912002776,-0.10115401626809854
Hyper_BLUE_663nm::0219,-0.13100561838422195,-0.09281559734317399
Hyper_BLUE_670nm::0219,-0.11517922680911648,-0.07385947853499708
Hyper_BLUE_678nm::0219,-0.12274994086285361,-0.0849815113745139
Hyper_BLUE_685nm::0219,-0.13659976999538734,-0.09889680632833207
Hyper_BLUE_692nm::0219,-0.1257612608126974,-0.09139507563957566
Hyper_BLUE_700nm::0219,-0.13439329639787306,-0.09091436300688274
Hyper_BLUE_707nm::0219,-0.1289463440619011,-0.08444520161829502
Hyper_BLUE_714nm::0219,-0.15739816802852527,-0.12097893618973489
Hyper_BLUE_722nm::0219,-0.12629011127735582,-0.11154865199520184
Hyper_BLUE_729nm::0219,-0.07638092923655204,-0.07002743492626483
Hyper_BLUE_736nm::0219,-0.05392899384802838,-0.05864103850349091
Hyper_BLUE_744nm::0219,-0.03839590478796214,-0.04221265647204063
Hyper_BLUE_751nm::0219,-0.02241627830079291,-0.030675802338355825
Hyper_BLUE_759nm::0219,-0.0793334155466926,-0.06793003510404672
Hyper_BLUE_766nm::0219,0.04920538845283123,0.03730085717486342
Hyper_BLUE_773nm::0219,-0.019677254857090754,-0.021531783295366178
Hyper_BLUE_781nm::0219,-0.029730777020200563,-0.028138487061589126
Hyper_BLUE_788nm::0219,-0.028067661906466104,-0.027511461101775016
Hyper_BLUE_795nm::0219,-0.03558384551484232,-0.0341008213581584
Hyper_BLUE_803nm::0219,-0.037180634353861625,-0.04011231310831336
Hyper_BLUE_810nm::0219,-0.058735676636444814,-0.05010129697206651
Hyper_BLUE_818nm::0219,-0.039437108559935874,-0.03689097472768908
Hyper_BLUE_825nm::0219,-0.013015977781177551,-0.014085343294980075
Hyper_BLUE_832nm::0219,-0.016488043286186596,-0.01316273088747547
Hyper_BLUE_840nm::0219,-0.009996158852871799,-0.009034079034418479
Hyper_BLUE_847nm::0219,-0.024316890958431536,-0.020807035883253045
Hyper_BLUE_398nm::0227,0.2721073693479404,0.23752817268417442
Hyper_BLUE_405nm::0227,0.1185635660623287,0.10724325846435176
Hyper_BLUE_412nm::0227,0.2120922523583347,0.17590190201474462
Hyper_BLUE_420nm::0227,0.1487818376963767,0.11635702118013613
Hyper_BLUE_427nm::0227,0.188090627903775,0.14456326848147566
Hyper_BLUE_434nm::0227,0.17856560994350806,0.19942188777411024
Hyper_BLUE_442nm::0227,0.23264783278908596,0.25289261370822136
Hyper_BLUE_449nm::0227,0.15877174406788716,0.19242787366970407
Hyper_BLUE_457nm::0227,0.2155912313481028,0.26039806766291207
Hyper_BLUE_464nm::0227,0.17812336792722339,0.1965345868560462
Hyper_BLUE_471nm::0227,0.1499774169210683,0.17911143685085598
Hyper_BLUE_479nm::0227,0.19002659830541738,0.21437597377064121
Hyper_BLUE_486nm::0227,0.17822667897546185,0.1961157313103876
Hyper_BLUE_493nm::0227,0.1798730069034343,0.2146785450473249
Hyper_BLUE_501nm::0227,0.19127057022669514,0.20706306891783724
Hyper_BLUE_508nm::0227,0.16676534015700345,0.1835024473265788
Hyper_BLUE_515nm::0227,0.14882798151823207,0.15723272008851188
Hyper_BLUE_523nm::0227,0.1103969006671853,0.12202305512088307
Hyper_BLUE_530nm::0227,0.08099843357284363,0.07296184274042729
Hyper_BLUE_538nm::0227,0.057236266717042045,0.049257637653457725
Hyper_BLUE_545nm::0227,0.029214386029223795,0.015384026804758198
Hyper_BLUE_552nm::0227,0.03344173173132816,0.03370716057158134
Hyper_BLUE_560nm::0227,0.023734228339347133,0.031239820959672916
Hyper_BLUE_567nm::0227,0.046330785619921364,0.04965226624967097
Hyper_BLUE_574nm::0227,0.08586730338257413,0.09167754803118744
Hyper_BLUE_582nm::0227,0.08097940517376911,0.09405546673622354
Hyper_BLUE_589nm::0227,0.12103850414083119,0.12967679773111357
Hyper_BLUE_596nm::0227,0.09479198301018638,0.10646786949496859
Hyper_BLUE_604nm::0227,0.1148584597575806,0.13632920915984253
Hyper_BLUE_611nm::0227,0.1441216346390002,0.16031406663305872
Hyper_BLUE_619nm::0227,0.12259836447197472,0.1441732036479918
Hyper_BLUE_626nm::0227,0.15066245561680755,0.1674490205897865
Hyper_BLUE_633nm::0227,0.1746499908177236,0.1882341970414715
Hyper_BLUE_641nm::0227,0.19271175848372152,0.2161116149938236
Hyper_BLUE_648nm::0227,0.1784142792271369,0.19291301075630857
Hyper_BLUE_655nm::0227,0.21062221482878588,0.22115256325097218
Hyper_BLUE_663nm::0227,0.22889407551635849,0.24118566284935683
Hyper_BLUE_670nm::0227,0.2502757440380684,0.25534898649649596
Hyper_BLUE_678nm::0227,0.25444858186965663,0.2705989692944504
Hyper_BLUE_685nm::0227,0.25785638220051804,0.27105599644451617
Hyper_BLUE_692nm::0227,0.15820067132904897,0.17304354968832003
Hyper_BLUE_700nm::0227,0.05312324280290053,0.05204194514500119
Hyper_BLUE_707nm::0227,0.011846175920288063,0.008472323018987097
Hyper_BLUE_714nm::0227,-0.004080694518220666,-0.01045199018091747
Hyper_BLUE_722nm::0227,-0.012177609694121773,-0.018289421842900392
Hyper_BLUE_729nm::0227,-0.032734564698139124,-0.03664126884953918
Hyper_BLUE_736nm::0227,-0.035623327317923816,-0.034800035024332425
Hyper_BLUE_744nm::0227,-0.03237125098000835,-0.032464099644168055
Hyper_BLUE_751nm::0227,-0.022865706366469566,-0.02317184952866571
Hyper_BLUE_759nm::0227,0.02634163299268365,0.004374541811324415
Hyper_BLUE_766nm::0227,-0.01637293838606044,-0.014154485136216895
Hyper_BLUE_773nm::0227,-0.009188173838150135,-0.008988258629824752
Hyper_BLUE_781nm::0227,-0.0020201638565999548,-0.005820865556415221
Hyper_BLUE_788nm::0227,-2.295612195337954e-4,-0.0027930892649228006
Hyper_BLUE_795nm::0227,0.009624703445291339,0.007177509917024187
Hyper_BLUE_803nm::0227,0.0021818885314570974,0.0028082592428164133
Hyper_BLUE_810nm::0227,0.005616498446580284,0.0027013455162827674
Hyper_BLUE_818nm::0227,0.01578488920072789,0.016495765000516364
Hyper_BLUE_825nm::0227,0.015236741551069645,0.017835537596636707
Hyper_BLUE_832nm::0227,0.018618940016077775,0.020707182646682795
Hyper_BLUE_840nm::0227,0.02233236475252082,0.022567434964087023
Hyper_BLUE_847nm::0227,0.02807265048165572,0.028609019819185982
Hyper_BLUE_398nm::0311,-0.14223088765184885,-0.1599398456189949
Hyper_BLUE_405nm::0311,-0.24223448481776205,-0.18223466660572293
Hyper_BLUE_412nm::0311,-0.30105203843229544,-0.21651904761042376
Hyper_BLUE_420nm::0311,-0.3577583780740301,-0.3183916583709526
Hyper_BLUE_427nm::0311,-0.3578276237208146,-0.3090595913007368
Hyper_BLUE_434nm::0311,-0.36326281100636876,-0.2995394893841846
Hyper_BLUE_442nm::0311,-0.3597847559911004,-0.29730164149421406
Hyper_BLUE_449nm::0311,-0.3607442009462063,-0.30554575136537754
Hyper_BLUE_457nm::0311,-0.36599726347434597,-0.30299167717452835
Hyper_BLUE_464nm::0311,-0.36344806389318157,-0.3039595034663432
Hyper_BLUE_471nm::0311,-0.363914476939442,-0.30831963696982584
Hyper_BLUE_479nm::0311,-0.3690445613166486,-0.30821013577924505
Hyper_BLUE_486nm::0311,-0.3681870204473053,-0.3039297423411027
Hyper_BLUE_493nm::0311,-0.36619557513363205,-0.3043729962480991
Hyper_BLUE_501nm::0311,-0.3763631425017255,-0.3179032185535282
Hyper_BLUE_508nm::0311,-0.3874796789077287,-0.3273233422785847
Hyper_BLUE_515nm::0311,-0.3905216751002244,-0.3313874411278719
Hyper_BLUE_523nm::0311,-0.3993294059424568,-0.3384286073102637
Hyper_BLUE_530nm::0311,-0.40061577179265706,-0.33833880231985897
Hyper_BLUE_538nm::0311,-0.40450795051876065,-0.3398921861408362
Hyper_BLUE_545nm::0311,-0.40387820093580745,-0.3399773831139042
Hyper_BLUE_552nm::0311,-0.40451791365260564,-0.34103100368523875
Hyper_BLUE_560nm::0311,-0.40462594787376316,-0.3359142896117395
Hyper_BLUE_567nm::0311,-0.4006186045164068,-0.3358654869625124
Hyper_BLUE_574nm::0311,-0.39580594848097655,-0.33165518946677747
Hyper_BLUE_582nm::0311,-0.3908515437983565,-0.32535935762974694
Hyper_BLUE_589nm::0311,-0.38968438866822225,-0.3253607478245447
Hyper_BLUE_596nm::0311,-0.38766428850404006,-0.32292193005580505
Hyper_BLUE_604nm::0311,-0.3893480265146819,-0.32760863774742854
Hyper_BLUE_611nm::0311,-0.3848156156810779,-0.32143417244584294
Hyper_BLUE_619nm::0311,-0.37799551466293735,-0.31565490258444484
Hyper_BLUE_626nm::0311,-0.38587265497418166,-0.3207803597465746
Hyper_BLUE_633nm::0311,-0.3832969629049045,-0.3184313553098077
Hyper_BLUE_641nm::0311,-0.3737461881985505,-0.31216252290920055
Hyper_BLUE_648nm::0311,-0.36041497035420966,-0.3023394790728835
Hyper_BLUE_655nm::0311,-0.3613185426606979,-0.2994005859121177
Hyper_BLUE_663nm::0311,-0.35300120558235915,-0.2946615717707685
Hyper_BLUE_670nm::0311,-0.3461601420673701,-0.2859753091314668
Hyper_BLUE_678nm::0311,-0.35300988064586486,-0.29451882102094074
Hyper_BLUE_685nm::0311,-0.36134220783088195,-0.3021362775968809
Hyper_BLUE_692nm::0311,-0.38667844356404873,-0.3176267343997875
Hyper_BLUE_700nm::0311,-0.4099301255145956,-0.33512570729626723
Hyper_BLUE_707nm::0311,-0.42021328022278726,-0.34472706127953384
Hyper_BLUE_714nm::0311,-0.4225753068963681,-0.34764931799449345
Hyper_BLUE_722nm::0311,-0.41682700254944727,-0.3422550533453269
Hyper_BLUE_729nm::0311,-0.40259114321350953,-0.32627948490837894
Hyper_BLUE_736nm::0311,-0.39157003802108725,-0.32230251420695083
Hyper_BLUE_744nm::0311,-0.36895192556369527,-0.3020061022885909
Hyper_BLUE_751nm::0311,-0.34756944837378223,-0.2862761649079416
Hyper_BLUE_759nm::0311,-0.3285603583600901,-0.2817228456154303
Hyper_BLUE_766nm::0311,-0.316267940245194,-0.24839378037873897
Hyper_BLUE_773nm::0311,-0.31676896084728823,-0.25813996685344726
Hyper_BLUE_781nm::0311,-0.31502377096164763,-0.25720313954206736
Hyper_BLUE_788nm::0311,-0.3173658619326677,-0.2587361845531723
Hyper_BLUE_795nm::0311,-0.3119512087045855,-0.24897546031130696
Hyper_BLUE_803nm::0311,-0.3061695686768072,-0.25184930133969174
Hyper_BLUE_810nm::0311,-0.3136466825069159,-0.25776466822637
Hyper_BLUE_818nm::0311,-0.30850706338930056,-0.25302163349066825
Hyper_BLUE_825nm::0311,-0.31274923927929854,-0.25365036110901973
Hyper_BLUE_832nm::0311,-0.30997082847796004,-0.24901769714947933
Hyper_BLUE_840nm::0311,-0.31595079874962684,-0.25933850245991596
Hyper_BLUE_847nm::0311,-0.3122638229608615,-0.25874096699083593
Hyper_BLUE_398nm::0317,0.07129588191256356,0.04132741103386725
Hyper_BLUE_405nm::0317,-0.1047105767793584,-0.0244515909134742
Hyper_BLUE_412nm::0317,-0.22219068181148366,-0.15655534782981936
Hyper_BLUE_420nm::0317,-0.2415430706320689,-0.1959276146270004
Hyper_BLUE_427nm::0317,-0.29143854127824315,-0.23181092072229156
Hyper_BLUE_434nm::0317,-0.311319787243727,-0.2634459478564792
Hyper_BLUE_442nm::0317,-0.30065260317198483,-0.24894115893227967
Hyper_BLUE_449nm::0317,-0.29766932438182625,-0.2524525554986013
Hyper_BLUE_457nm::0317,-0.30459482975450236,-0.24340784410861546
Hyper_BLUE_464nm::0317,-0.30547356196900566,-0.246919708838139
Hyper_BLUE_471nm::0317,-0.2921764495489134,-0.23219578711389072
Hyper_BLUE_479nm::0317,-0.30199649744368695,-0.24647102775751487
Hyper_BLUE_486nm::0317,-0.2922357726312634,-0.24029900231235388
Hyper_BLUE_493nm::0317,-0.29556996168432587,-0.2408791195435193
Hyper_BLUE_501nm::0317,-0.2971046675445935,-0.241682304496643
Hyper_BLUE_508nm::0317,-0.28969626512540136,-0.23736766339758913
Hyper_BLUE_515nm::0317,-0.30857102926653573,-0.25000949046694376
Hyper_BLUE_523nm::0317,-0.32164529917690515,-0.26223649990453224
Hyper_BLUE_530nm::0317,-0.33038835674058226,-0.26934939696388754
Hyper_BLUE_538nm::0317,-0.33308611528784426,-0.2725346861940523
Hyper_BLUE_545nm::0317,-0.3334441711360142,-0.2718927973319909
Hyper_BLUE_552nm::0317,-0.33773437239994186,-0.27810627008570604
Hyper_BLUE_560nm::0317,-0.33762718660704183,-0.2766453455744654
Hyper_BLUE_567nm::0317,-0.32844320155213486,-0.2712567022803723
Hyper_BLUE_574nm::0317,-0.32106705858993867,-0.26056769332942054
Hyper_BLUE_582nm::0317,-0.31690608850811963,-0.259757676990881
Hyper_BLUE_589nm::0317,-0.30917684343124846,-0.2529962088390811
Hyper_BLUE_596nm::0317,-0.3049211763207268,-0.2472066442750527
Hyper_BLUE_604nm::0317,-0.29924439102349193,-0.24602697689038427
Hyper_BLUE_611nm::0317,-0.2942080927555157,-0.24165358133809178
Hyper_BLUE_619nm::0317,-0.28873596941018653,-0.23588200776465662
Hyper_BLUE_626nm::0317,-0.28616128453415146,-0.23398246193571817
Hyper_BLUE_633nm::0317,-0.2833901439258689,-0.23066076089247575
Hyper_BLUE_641nm::0317,-0.27319062365337393,-0.22123793560449787
Hyper_BLUE_648nm::0317,-0.259671558364769,-0.21119769539355782
Hyper_BLUE_655nm::0317,-0.25103118948464515,-0.2034790815761595
Hyper_BLUE_663nm::0317,-0.24143809675410183,-0.19735808786216544
Hyper_BLUE_670nm::0317,-0.23954787114843293,-0.19404864133063626
Hyper_BLUE_678nm::0317,-0.2303452714588799,-0.18740034702551692
Hyper_BLUE_685nm::0317,-0.24500945317083556,-0.19341931457739986
Hyper_BLUE_692nm::0317,-0.2761268382131419,-0.2218482575619985
Hyper_BLUE_700nm::0317,-0.3185802440299753,-0.25651868184103743
Hyper_BLUE_707nm::0317,-0.3459394230289782,-0.2792387323478877
Hyper_BLUE_714nm::0317,-0.35136825559203205,-0.28188764948597356
Hyper_BLUE_722nm::0317,-0.3561469154098043,-0.2859285436293231
Hyper_BLUE_729nm::0317,-0.35567386214423896,-0.29006772159636035
Hyper_BLUE_736nm::0317,-0.339263188901089,-0.2747396789222663
Hyper_BLUE_744nm::0317,-0.31539062651926836,-0.2580806893959021
Hyper_BLUE_751nm::0317,-0.29187718448870653,-0.23704022517362583
Hyper_BLUE_759nm::0317,-0.23631105305755185,-0.18723519850242765
Hyper_BLUE_766nm::0317,-0.2814015803851279,-0.23195721011134723
Hyper_BLUE_773nm::0317,-0.26145013221569785,-0.2189461176304204
Hyper_BLUE_781nm::0317,-0.25294964901764316,-0.20753268517592427
Hyper_BLUE_788nm::0317,-0.24695652241912958,-0.20271752048651018
Hyper_BLUE_795nm::0317,-0.2452586580067053,-0.2055518199631606
Hyper_BLUE_803nm::0317,-0.2473092300096435,-0.19985710099153683
Hyper_BLUE_810nm::0317,-0.23642493124294947,-0.19478631898267149
Hyper_BLUE_818nm::0317,-0.2427482138222288,-0.2017946655863056
Hyper_BLUE_825nm::0317,-0.23474713425475807,-0.19308327392553362
Hyper_BLUE_832nm::0317,-0.2364947950049342,-0.1949316029568163
Hyper_BLUE_840nm::0317,-0.22179300684988446,-0.17796888469116132
Hyper_BLUE_847nm::0317,-0.23087898563152934,-0.18996570631633214
